Business Name,Phone Number,Address,Website,Emails,Search Phrase Used,Profile Category
Aster Pharmacy - Sampangiramnagar,08071 177 979,"4th Main Rd, near PD Hinduja Sindhi Hospital, 12th Cross, Sampangi Rama Nagara, Bengaluru, Karnataka 560027, India",https://asterpharmacy.in/,"customercare@asterpharmacy.in, askaster@asterdmhealthcare.com",Pharmacies in Bangalore,Customer
Residency Pharmacy,080 2291 5655,"B4 bishop Cotton Complex, No. 15, Residency Road Near Bangalore Club Main Gate, XH8X+RGQ Cottons Complex, Field Marshal Cariappa Rd, Shanthala Nagar, Richmond Town, Bengaluru, Karnataka 560025, India",,,Pharmacies in Bangalore,Customer
Aster Pharmacy - VV Puram,08071 177 921,"Old No. 426, New. No. 55, Ward-50, Kavi Lakshmisha Road, Sajjan Rao Cir, Parvathipuram, Vishweshwarapura, Basavanagudi, Bengaluru, Karnataka 560004, India",https://asterpharmacy.in/,"customercare@asterpharmacy.in, askaster@asterdmhealthcare.com",Pharmacies in Bangalore,Customer
SUNDEEP MEDICALS,094483 50057,"137, Residency Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",,,Pharmacies in Bangalore,Customer
Ram Medical Stores,080 2221 1666,"XH8J+HJG, 39, Nagarathpet Main Rd, Medarpet, Kumbarpet, Halsurpete, Nagarathpete, Bengaluru, Karnataka 560002, India",,,Pharmacies in Bangalore,Customer
Yasho Pharma,098452 22272,"131/132, A-2, Basement Floor, Devatha Plaza, Residency Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",,,Pharmacies in Bangalore,Customer
MedPlus Hal Indira Nagar,063669 09608,"Shop No 1, No 109, 18th Main, Hal 2nd Stage, Indira Nagar, Bengaluru, Karnataka 560008, India",https://www.medplusmart.com/,wecare@medplusindia.com,Pharmacies in Bangalore,Customer
Aster Pharmacy - Rajaji Nagar 80 FT Road,08071 177 928,"Shop No: 1, No: 21/6/5, 80 Feet Rd, beside Donne Biryani House, 6th Block, Rajajinagar, Bengaluru, Karnataka 560010, India",https://asterpharmacy.in/,"customercare@asterpharmacy.in, askaster@asterdmhealthcare.com",Pharmacies in Bangalore,Customer
Manish Medical & General Stores,090087 73951,"No. 34, 4th Main, T Nanjundappa Rd, Sampangi Rama Nagara, Bengaluru, Karnataka 560027, India",,,Pharmacies in Bangalore,Customer
Apollo Pharmacy,079 4281 3719,"Room No 1, Century Club, Health Centre, Seshadri Rd, Nunegundlapalli, Ambedkar Veedhi, KR Circle, Bengaluru, Karnataka 560001, India",https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,,Pharmacies in Bangalore,Customer
Apollo Pharmacy Sudhama Nagar,079 4281 3720,"56, 4th Main Rd, nr. Sri Chamundeshwari temple, Sudhama Nagar, Bengaluru, Karnataka 560027, India",https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,,Pharmacies in Bangalore,Customer
Apollo Pharmacy Shanthinagar,079 4281 3745,"Old No. 130, SN No. 3&4, Akkithimana Halli, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka 560027, India",https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,,Pharmacies in Bangalore,Customer
SUNSHINE PHARMA,090362 26765,"JJ City Center, NR Rd, KR Market, Kalasipalyam New Extension, Kalasipalya, Bengaluru, Karnataka 560002, India",,,Pharmacies in Bangalore,Customer
MedPlus Sampangiram Nagar,080 2211 0158,"No 49, Ward No 77 Sri B T, T Mariappa Rd, Ashwath Nagar, Sampangiram Nagar, Bengaluru, Karnataka 560027, India",https://www.medplusmart.com/,wecare@medplusindia.com,Pharmacies in Bangalore,Customer
Gururaja Medicals,080 2225 6783,"Shop No:15 and 16, Subedar Chatram Rd, near anupama theater complex, Majestic, Bengaluru, Karnataka 560009, India",https://site.dgtechsoln.com/gururaja-medicals/,gururajamedical@gmail.com,Pharmacies in Bangalore,Customer
Apollo Pharmacy Richmond Town-Bangalore,079 4929 0267,"40/4, K, Ground Floor, 76/34-40/4, Wellington St, Richmond Town, Bengaluru, Karnataka 560025, India",https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy,,Pharmacies in Bangalore,Customer
MedPlus Hanumanth Nagar,040 6700 6700,"No 01, Dr Shivaramakaranthi Road, Hanumanthnagar, Sampangi Rama Nagara, Bengaluru, Karnataka 560019, India",https://www.medplusmart.com/,wecare@medplusindia.com,Pharmacies in Bangalore,Customer
Roots Pharma - ರೂಟ್ಸ್ ಫಾರ್ಮ,091482 40040,"69, Markham Rd, Ashok Nagar, Bengaluru, Karnataka 560025, India",https://rootspharma.in/,,Pharmacies in Bangalore,Customer
Lulu Hypermarket,089519 37940,"opposite Sujatha Theatre, Gopalapura, Rajajinagar, Bengaluru, Karnataka 560023, India",,,Supermarkets in Bangalore,Customer
Reliance SMART Bazaar,1800 891 0001,"Ward No 14, No 5 & 6, Chord Rd, adjacent Shell Petrol Bunk, Industrial Suburb, Rajajinagar, Bengaluru, Karnataka 560010, India",https://stores.reliancesmartbazaar.com/reliance-smart-bazaar-hypermarket-rajajinagar-bengaluru-280340/Home,"reliancesmartofficial@gmail.com, smart_ka.bengaluru_td8b@zmail.ril.com, sup_market_kar.bengaluru_t9uc@zmail.ril.com",Supermarkets in Bangalore,Customer
Ashirwad Supermarket,088673 33340,"284, 7th Main Rd, BTM Layout 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076, India",https://dukaan.is/ashirwad-supermarket,,Supermarkets in Bangalore,Customer
Selec Hypermart,063640 70792,"54, Monarch Plaza, Brigade Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",,,Supermarkets in Bangalore,Customer
Plus Shopping Mart,080 4114 5777,"#7, Alexandria St, Opp Frank Anthony Junior School, Richmond Town, Bengaluru, Karnataka 560025, India",http://royalmartsupermarket.com/,,Supermarkets in Bangalore,Customer
"Simpli Namdhari's, Ashoka pillar",063664 33126,"Ground Floor, Pasadena Building, 10th main, 18/1, Ashoka Pillar Rd, 1st Block, Jayanagar 1st Block, Jayanagar, Bengaluru, Karnataka 560011, India",https://www.simplinamdharis.com/,,Supermarkets in Bangalore,Customer
Thom’s Bakery,088675 79013,"26, Promenade Rd, Sindhi Colony, Frazer Town, Bengaluru, Karnataka 560005, India",https://thomsonline.in/product-category/bakery/cakes-pastries/,thomsbakeryonline@gmail.com,Supermarkets in Bangalore,Customer
Royalmart Supermarket Richmond Town,095380 00177,"Madni Emrara, 18/1, Alexander Street, Richmond Town, Bengaluru, Karnataka 560025, India",,,Supermarkets in Bangalore,Customer
Swaraj Hyper Market,080 2684 4477,"Chocolate Factory Rd, opposite swaraj hypermarket, Tavarekere, Madiwala, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560029, India",,,Supermarkets in Bangalore,Customer
Mango hypermarket,089044 82101,"Gear School Rd, Devarabisanahalli, Bhoganhalli, Bengaluru, Karnataka 560103, India",http://mangohypermarket.in/,info@mangohypermarket.in,Supermarkets in Bangalore,Customer
More Supermarket - V V Puram Bengaluru,081081 38000,"48, Vasavi Temple St, Parvathipuram, Vishweshwarapura, Basavanagudi, Bengaluru, Karnataka 560004, India",https://more.in/,hello@more.in,Supermarkets in Bangalore,Customer
Spar Hypermarket,080679 22316,"Lower Ground Floor, Vega City Mall, 172/1, Srinivas Industrial Estate, Bannerghatta Rd, Dollar Layout, 3rd Phase, J. P. Nagar, Bengaluru, Karnataka 560076, India",https://www.sparindia.com/en/?utm_source=GBL&utm_medium=organic,,Supermarkets in Bangalore,Customer
Carry Fresh Hypermarket,080 2549 2222,"40, Mosque Rd, Cross, Frazer Town, Bengaluru, Karnataka 560005, India",,,Supermarkets in Bangalore,Customer
Grand super Mart,099022 83137,"16, 5th Cross, Shanthinagar, Lakshmi Rd, Bheemanna Garden, Lakshmiamma Garden, Shanti Nagar, Bengaluru, Karnataka 560027, India",https://candrajaya13843.zoozle.in/,,Supermarkets in Bangalore,Customer
Ratnadeep Supermarket,040 6633 4469,"K.M.Cariappa Road, Richmond Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",https://www.ratnadeep.com/,info@ratnadeep.com,Supermarkets in Bangalore,Customer
BIGDAY HYPERMART,088844 45825,"Shop No. 626, 1st Block, 3rd Stage, 7th Main Rd, Manjunath Nagar, Basaveshwar Nagar, Bengaluru, Karnataka 560079, India",,,Supermarkets in Bangalore,Customer
DMart Garuda Mall,022 3340 0500,"Ground Floor, Sri Garuda Swagath Mall, 65 A 78, Tilak Nagar Main Rd, 3rd Block East, LIC Colony, Tilak Nagar, Jayanagar, Bengaluru, Karnataka 560011, India",http://www.dmartindia.com/,,Supermarkets in Bangalore,Customer
Village Hyper market,099019 53066,"#1, Bharthi Plaza, 1st cross, SG Palya Main Rd, Tavarekere, Ramaiah Garden, Kaveri Layout, S.G. Palya, Bengaluru, Karnataka 560029, India",,,Supermarkets in Bangalore,Customer
MK Retail Supermarket,080 4169 4848,"734, Chinmaya Mission Hospital Rd, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",,,Supermarkets in Bangalore,Customer
Foodstories Bangalore,090041 71401,"Prestige Sterling Square, Lavelle Road, next to Airline Hotel, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",https://www.foodstories.shop/,care@foodstories.shop,Grocery Stores in Bangalore,Customer
Nature's Basket,075960 22456,"Park End, 13, Rhenius St, Richmond Town, Bengaluru, Karnataka 560025, India",http://www.naturesbasket.co.in/,cs@naturesbasket.co.in,Grocery Stores in Bangalore,Customer
OUR STORES - BANGALORE CLUB,099458 43435,"10, Sampangi Rama Nagar, Shanthala Nagar, Richmond Town, Bengaluru, Karnataka 560025, India",,,Grocery Stores in Bangalore,Customer
Nature's Basket,088800 77745,"RK Square, No.9, 17th A Main Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://www.naturesbasket.co.in/,cs@naturesbasket.co.in,Grocery Stores in Bangalore,Customer
Buy N Save,080 2344 6501,"52, Link Rd, Malleshwaram, Bengaluru, Karnataka 560003, India",,,Grocery Stores in Bangalore,Customer
Puckraj and sons,094487 71841,"Avenue Rd, opp. to saptagiri galore, Ragipet, KR Market, Dodpete, Chickpet, Bengaluru, Karnataka 560002, India",,,Grocery Stores in Bangalore,Customer
Printo Brigade,080 4709 2437,"No.122, 1 & 122/2, Brigade Rd, next to ibaco store, opposite to Brigade Tower, Richmond Town, Bengaluru, Karnataka 560025, India",https://www.printo.in/,,Printing Press in Bangalore,Customer
Print Xpress Bangalore,080 4050 4100,"9, 5, Richmond Rd, opp. to Elenza Hotel, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",,,Printing Press in Bangalore,Customer
Barcode Printers Bangalore,095134 43357,"Shop2, No.5, 4th Cross, 1st Floor, near, Bannappa Park Rd, opposite to Vinayaka Ground, Cubbonpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://www.epsonposprinter.in/,posprintersbangalore@gmail.com,Printing Press in Bangalore,Customer
Sumukha Printers,099009 11114,"No 6, 5th Cross Rd, Cubbonpete, Nagarathpete, Bengaluru, Karnataka 560002, India",,,Printing Press in Bangalore,Customer
Ranganatha Printers,093412 22015,"8b, 22nd Cross, Cubbonpete, Nagarathpete, Bengaluru, Karnataka 560002, India",http://ranganathaprinters.com/,,Printing Press in Bangalore,Customer
S Print,099001 29892,"39/1, M T B, Road, JC Rd, near taj complex, Journalist Colony, Kalasipalya, Bengaluru, Karnataka 560002, India",,,Printing Press in Bangalore,Customer
Kolorkode,080 4151 7782,"84/A, Richmond Rd, Richmond Town, Bengaluru, Karnataka 560025, India",,,Printing Press in Bangalore,Customer
AJ Printers,099008 39382,"2nd Floor, 41, SDM Lane, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",,,Printing Press in Bangalore,Customer
PRINT PROCESS,098805 02361,"Akkipete, Cottonpete, Bengaluru, Karnataka 560053, India",http://www.myprintprocess.com/,printprocess09@gmail.com,Printing Press in Bangalore,Customer
Mudrikaa Prints & Corporate Gifts - Bangalore,077957 77266,"Adarsh Gold Palm, near Arihant ShreeJain Pharma, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560018, India",https://www.mudrikaaprints.in/,"marketing@mudrikaaprints.in, marketing.mudrikaa@gmail.com",Printing Press in Bangalore,Customer
OMSHREE PRINTERS,099162 66271,"12, Sourashtrapet, near Rishab Electrical Industrial Supplier, Sowrashtrapet, Chickpet, Bengaluru, Karnataka 560053, India",,,Printing Press in Bangalore,Customer
THE PRINT FACTORY,089511 18880,"1st Floor, 234/51, 12th Cross Rd, near Brand Factory, Lakkasandra, Lakkasandra Extension, Wilson Garden, Bengaluru, Karnataka 560027, India",http://www.printfactoryblr.com/,,Printing Press in Bangalore,Customer
"Print Space : acrylic photo frame, shape cut sticker, standee, posters & visiting card",097393 65309,"16th, 32nd E Cross Rd, 4th T Block East, 4th Block, Jayanagar, Bengaluru, Karnataka 560011, India",http://printspace.in/,hello@printspace.in,Printing Press in Bangalore,Customer
Omkar Print Lab,063603 02731,"504, E End Main Rd, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560069, India",https://omkarprintlab.in/,info@omkarprintlab.in,Printing Press in Bangalore,Customer
Preview,090911 23000,"2nd Building, after CNG Gas Bunk, 130/4, Kengal Hanumanthaiah Rd, Srinivas Colony, Sudhama Nagar, Bengaluru, Karnataka 560027, India",http://www.previewprint.in/,,Printing Press in Bangalore,Customer
Mangalam Print Inc,080 4147 1311,"Lal Bagh Main Rd, Raja Ram Mohanroy Extension, Sudhama Nagar, Bengaluru, Karnataka 560027, India",https://www.instagram.com/mangalamprint.in?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,,Printing Press in Bangalore,Customer
Printechx,097418 70469,"1, 1st Cross, Bannerghatta Rd, near Mico Factory, Chennakeshava Nagar, Ayappa Garden, New Extension, Bengaluru, Karnataka 560030, India",,,Printing Press in Bangalore,Customer
Sobana Colour Prints,080 2235 2575,"Shop No.#171, 1, Sultanpete Main Rd, Sowrashtrapet, Chickpet, Bengaluru, Karnataka 560053, India",,,Printing Press in Bangalore,Customer
Print X Press,080 4146 0585,"# 39, 4th B Cross Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",,,Printing Press in Bangalore,Customer
Tejas printers,099162 63680,"1st floor, XHCF+845, 15 2nd cross, KV Temple Street Cross, near Gobi corner, Akkipet, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",,,Printing Press in Bangalore,Customer
Zeal Integrated Marketing Solutions - Event Management Company - Bangalore,072042 88458,"1st floor, 53, Railway Parallel Rd, 4th Block, Kumara Park West, Seshadripuram, Bengaluru, Karnataka 560020, India",https://zealintegrated.com/services/event-management-company/,"varun.manay@zealintegrated.com, connect@zealintegrated.in",Event Management Companies in Bangalore,Customer
SOS Party - Event Management Company Bengaluru,079734 32360,"62/1 New.7, 1st Cross, 2nd Main Rd, Muthappa Block, Krishnappa Block, Ganganagar, Bengaluru, Karnataka 560032, India",https://www.sosparty.io/,,Event Management Companies in Bangalore,Customer
Dreams Events and Services | Event Management Company in Bangalore,098455 34939,"816, 23rd main, 13th Cross Rd, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",http://deands.com/,bala@deands.com,Event Management Companies in Bangalore,Customer
Erigo Events - Corporate Events & Wedding Planners,090360 73776,"7, 2nd Floor, Walton Road, Lavelle Road, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",https://www.erigoevent.com/,info@erigoevent.com,Event Management Companies in Bangalore,Customer
Navavarn Events & Marketing Pvt Ltd,078298 83999,"104, 1st D Cross Rd, NGEF Layout, East of NGEF Layout, Kasturi Nagar, Bengaluru, Karnataka 560043, India",https://www.navavarnevents.com/,"connect@navavarnevents.com, info@navavarnevents.com",Event Management Companies in Bangalore,Customer
G Unit Events - Corporate Event Management Company in Bangalore.,097410 17701,"S15, S16, 20th Main Rd, near Sapna Book House, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://www.gunitevents.com/,info@gunitevents.com,Event Management Companies in Bangalore,Customer
Host India Events & Marketing Pvt. Limited,099454 00826,"33/B, 1st Cross Rd, opp. Florence English School, 2nd Block, P&T Colony, RT Nagar, Bengaluru, Karnataka 560032, India",http://www.hostindiaevents.com/,contact@hostindiaevents.com,Event Management Companies in Bangalore,Customer
STOMA EVENTS,099869 99225,"Ground Floor, Thimmaiah Chambers, 1st Cross Road, Gandhi Nagar, Bengaluru, Karnataka 560009, India",http://www.stomaevents.com/,,Event Management Companies in Bangalore,Customer
Butterflies Event Management - Event Planner,091767 07070,"1st floor, Sai Sumukha Classic, 108, RBI Layout Main Rd, Nataraja Layout, RBI Layout, JP Nagar 7th Phase, Kothanur, Bengaluru, Kothnur, Karnataka 560078, India",https://sites.google.com/view/butterflies-event-managemen/home,butterflieseventbangalore07@gmail.com,Event Management Companies in Bangalore,Customer
Eventuruoz Networks - Events Management Agency,090361 61355,"Suraksha Park View, Bismillahnagar, S.G. Palya, Bengaluru, Karnataka 560029, India",,,Event Management Companies in Bangalore,Customer
Event-U-All,099720 43210,"1st Floor, No.38, AVS Compound, 80 Feet Rd, 4th Block, Koramangala, Bengaluru, Karnataka 560034, India",https://www.eventuall.com/,info@eventuall.com,Event Management Companies in Bangalore,Customer
Events bangalore,099804 90103,"New Kallappa block, 16/18, 1st Cross Rd, new kallappa, Bengaluru, Karnataka 560021, India",,,Event Management Companies in Bangalore,Customer
Forcefudge Events | Carnival Games Rentals in Bangalore,072599 22444,"7/1, Middle School Rd, Vishweshwarapura, Basavanagudi, Bengaluru, Karnataka 560004, India",https://www.forcefudge.com/,forcefudge@gmail.com,Event Management Companies in Bangalore,Customer
Inferno Event Management,099867 17902,"#, Water Tank, 20, Kathriguppe Main Rd, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560085, India",,,Event Management Companies in Bangalore,Customer
Maze Events – Event Management Company in Bangalore,099626 24246,"24, 1st Cross Rd, P&T Colony, RT Nagar, Bengaluru, Karnataka 560032, India",https://www.mazeevents.in/,muqheet@mazeevents.in,Event Management Companies in Bangalore,Customer
Bliss Event Management,090369 94456,"314, 8th Cross Rd, Ramesh Nagar, Vibhutipura, Bengaluru, Karnataka 560037, India",http://www.blissevent.in/,info@blissevent.in,Event Management Companies in Bangalore,Customer
Kanasu Events Bengaluru,099018 18844,"105 1st main, the phase Mahaganapathinagar, 6, 1st Cross Rd, Mahaganapathi Nagar, Rajajinagar, Bengaluru, Karnataka 560010, India",https://www.kanasuevents.com/,kanasueventsbengaluru@gmail.com,Event Management Companies in Bangalore,Customer
Humming Bliss Events,095385 38863,"Lal Bagh Main Road, 199, 1, 4th Cross Rd, K.S. Garden, Raja Ram Mohanroy Extension, Sudhama Nagar, Bengaluru, Karnataka 560027, India",,,Event Management Companies in Bangalore,Customer
Event U Rox,099006 39009,"408, 18th Cross Rd, Jaya Nagar 1st Block, Jayanagar 3rd Block, Jayanagar, Bengaluru, Karnataka 560011, India",https://www.eventurox.in/,,Event Management Companies in Bangalore,Customer
Arjun Tours and Travels Pvt.Ltd.,080 2224 2227,"St Mark's Rd, Srinivas Nagar, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",http://www.arjuntours.in/,,Travel Agencies in Bangalore,Customer
Oyster Holidays India | Best Travel Agent | Leading Travel Agency | Domestic & International Tour Experts,098805 72995,"Ground Floor, N. Block, UNITY BUILDING, No.8, JC Rd, Bengaluru, Karnataka 560027, India",https://www.oysterholidaysindia.com/,dada@oysterholidaysindia.com,Travel Agencies in Bangalore,Customer
Bangalore Classic Tours and Travels Pvt. Ltd.,080 2656 3939,"41, Rashtriya Vidyalaya Rd, 2nd Block, Basavanagudi, Bengaluru, Karnataka 560004, India",https://www.classictours.in/,,Travel Agencies in Bangalore,Customer
IRI iFly Holidays Best Travel Agency Best travel company Vijayanagar in Bangalore India,098441 62535,"RELIANCE, 1012, Service Rd, opposite to TTMC, above BANDBOX, Remco Layout, Hampi Nagar, RPC Layout, Vijayanagar, Bengaluru, Karnataka 560040, India",https://iriiflyholidays.my.canva.site/iri-ifly-holidays,iriiflyholidays@gmail.com,Travel Agencies in Bangalore,Customer
BIGTRAVELS,098444 14383,"Ground Floor, No. 540, 10th Main Rd, 4th Block, 5th Block, Jayanagar, Bengaluru, Karnataka 560041, India",http://www.bigtravels.co.in/,,Travel Agencies in Bangalore,Customer
Elegant Tours - Kashi Tour package from Bangalore | Travel with Trust,090358 05575,"1st Floor, 44, S End Rd, opp. Bharathi Nursing Home, Tata Silk Farm, Basavanagudi, Bengaluru, Karnataka 560004, India",https://eleganttours.in/,,Travel Agencies in Bangalore,Customer
"LetsGoTripping - Tour Agency in Bangalore, International Travel Agency",063621 26862,"Ground Floor, New Temple Rd, opposite to saroj Residency 6, Nallurhalli, Whitefield, Bengaluru, Karnataka 560066, India",https://www.letsgotripping.co.in/,,Travel Agencies in Bangalore,Customer
Travel Comfort – Your Local & International Travel Agency,097420 01111,"Shop No. 1, 2nd Floor, No 1364, 28th Main Rd, near Ragigudda Temple, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560041, India",https://travelcomfort.in/,support@travelcomfort.in,Travel Agencies in Bangalore,Customer
GT Holidays,099408 82200,"Novel office central, Halasuru, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India",https://www.gtholidays.in/bangalore/,"hello@yoursite.com, mail@gtholidays.in",Travel Agencies in Bangalore,Customer
Trawel Mart World Tours Pvt Ltd,080 4642 7999,"No.357, Trawel Mart Gruha, 10th B Main Rd, near cosmopolitan club, Jaya Nagar 1st Block, Jayanagar 3rd Block, Jayanagar, Bengaluru, Karnataka 560011, India",https://trawelmart.com/,webquiry@trawelmart.com,Travel Agencies in Bangalore,Customer
Skyway International Travels,088844 67467,"Tourism House, 2nd Floor, Papanna Lane, No.8, St Mark's Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",https://www.skywaytour.com/,info@skywaytour.com,Travel Agencies in Bangalore,Customer
Travelbell,063663 66972,"3, 9th Avenue Business Park, Suite 102, 1st Floor, 5th Main Rd, opp. Indian Bank, Chikkanna Garden, Chamrajpet, Bengaluru, Karnataka 560018, India",http://www.travelbell.in/,"info@travelbell.in, info@travelbell.in , info@domain.com",Travel Agencies in Bangalore,Customer
TRAVEL OF INDIA,093430 00222,"No 10,Manjunatha Plaza,2nd Floor, Dinnur Main Rd, Kauser Nagar, Dinnur, RT Nagar, Bengaluru, Karnataka 560032, India",http://travelofindia.com/,fly@travelofindia.com,Travel Agencies in Bangalore,Customer
Swarna Tours and Travels,099001 88534,"5th Cross Rd, beside Malleshwram Police station, Malleshwaram, Bengaluru, Karnataka 560003, India",http://ltcswarnatravels.com/,swarnatourstravels@gmail.com,Travel Agencies in Bangalore,Customer
Sandesh Tours & Travels,098860 36070,"# 70, Seasons Residency, Muniswamy Layout, Narayana Reddy Layout, Konappana Agrahara, Electronic City, Bengaluru, Karnataka 560100, India",http://www.sandeshtravels.com/,,Travel Agencies in Bangalore,Customer
Go Pravasa - Best Travel Company in Bangalore,099011 01912,"867/79, 4th Cross Rd, Govindaraja Nagar Ward, MC Layout, Vijayanagar, Bengaluru, Karnataka 560040, India",https://gopravasa.com/,"info@gopravasa.com, produce-ui@gmail.com",Travel Agencies in Bangalore,Customer
Z.N TOURS AND TRAVELS,090361 21818,"05, 4th Cross Rd, Anepalya, Neelasandra, Bengaluru, Karnataka 560030, India",,,Travel Agencies in Bangalore,Customer
Shree Tours And Travels,099806 22277,"45/7, MEC Rd, opp. Ullas Theatre, Marappanapalya, Mahalakshmi Layout, Bengaluru, Karnataka 560022, India",,,Travel Agencies in Bangalore,Customer
Sultan International Travels Private Limited,097393 97786,"828 28th B Main Road, Karnataka bank, 39th Cross Rd, Corporation Colony, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560041, India",https://www.sultaninternationalgroup.com/,,Travel Agencies in Bangalore,Customer
Honeybee trips,097427 34269,"S & S Elite, No 197, 4th Floor, 10th Cross, CBI Main Rd, above Bank Of Baroda, Ganganagar, KGH Layout, RT Nagar, Bengaluru, Karnataka 560032, India",http://honeybeetrips.com/?utm_source=gmb&utm_medium=referral,info@honeybeetrips.com,Travel Agencies in Bangalore,Customer
VANI INSTITUTE for GATE & ESE Coaching,092417 72625,"Central Complex, Rajiv Gandhi Circle, near Mantri Mall, VV Giri Colony, Seshadripuram, Bengaluru, Karnataka 560020, India",http://www.vaniinstitute.com/,,Coaching Centers in Bangalore,Customer
BYJU'S Tuition Centre - Richmond Circle,090090 02000,"1st Floor, No.76/1, Mission Rd, next to Canara Bank, Sampangi Rama Nagara, Sudhama Nagar, Bengaluru, Karnataka 560027, India",https://byjus.com/btc/byjus-tuition-center-richmond-circle-bangalore/?utm_source=GMB&utm_medium=btc-link&utm_campaign=GMB-profile,,Coaching Centers in Bangalore,Customer
BHARAT IAS AND KAS Coaching Academy,074112 22087,"312/17, 3rd Floor, Sri Krishna Mansion, 27th Cross, 10th Main Rd, behind BDA Complex, opp. to Royal comfort Hotel, Jaya Nagar 1st Block, 4th Block, Jayanagar, Bengaluru, Karnataka 560011, India",https://bharatiasandkas.com/,"bharatiasandkas@gmail.com, bharatiasandkasacademy@gmail.com",Coaching Centers in Bangalore,Customer
Jnanadeepa Institute For IAS KAS,070225 14666,"No. 29, 1st Floor 17th Main, 33rd Cross Rd, 4th T Block East, Pattabhirama Nagar, Jayanagar, Bengaluru, Karnataka 560041, India",http://jnanadeepaias.com/,jnanadeepaias@gmail.com,Coaching Centers in Bangalore,Customer
GATEIIT,088673 29839,"1743, 3rd Floor, “Raghvendra Corner Building, 600 Mtrs, Central Mall, 17th Main Rd, behind Bangalore, Marenahalli, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",https://gateiit.com/,"legal@gateiit.com, gatecoaching2011@gmail.com, support@gateiit.com",Coaching Centers in Bangalore,Customer
B.J.P.M. Coaching​ Centre.,099022 84890,"12, UM Ln, Basettypet, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",,,Coaching Centers in Bangalore,Customer
"AMOGHAVARSHA IAS KAS ACADEMY - PSI Coaching, UPSC Coaching, PDO Coaching, Best IAS & KAS Coaching Centre in Bangalore",099167 66911,"117/32, 1st Main Rd, near Hosahalli Metro Station, Hoshalli Extension, Manuvana, Vijayanagar, Bengaluru, Karnataka 560040, India",https://www.amoghavarshaiaskas.in/,info@amoghavarshaiaskas.in,Coaching Centers in Bangalore,Customer
"National IAS Academy & UPSC Coaching in Jayanagar, Bangalore",098450 01728,"4th Floor, 36/1, 27th Cross Rd, next to Sapna Book House, 4th Block, Jayanagar, Bengaluru, Karnataka 560011, India",https://unlocktheofficer.com/lp,,Coaching Centers in Bangalore,Customer
Jnanagangothri Coaching Center,088847 61999,"30, 17th Cross, KHB layout, Magadi Road, Chord Rd, Marenahalli, MC Layout, Vijayanagar, Bengaluru, Karnataka 560079, India",http://www.iasjnana.com/,,Coaching Centers in Bangalore,Customer
Bharat IAS & KAS Academy,098806 96669,"3rd Floor, Trinity Building, opp. Shanti Sagar Hotel, above Ganga Bekary, Ganganagar, Bengaluru, Karnataka 560032, India",https://www.bharatias.com/,,Coaching Centers in Bangalore,Customer
